   25914   49284
   21287   21287   2.0811894752825019e-03
   21288   21287   1.6812597519586750e-16
   21289   21287   7.3410432909476974e-04
   21290   21287   2.8360671891503730e-04
   21293   21287   1.2586184041922641e-03
   21294   21287   4.4918831801855339e-16
   21295   21287  -2.5167452114853239e-04
   21296   21287  -3.9709050404102990e-04
   21301   21287   3.5268609804809501e-03
   21302   21287   2.3155831897855659e-16
   21305   21287  -7.6461803678438945e-04
   21306   21287   5.8943347293838159e-04
   21851   21287  -2.2701761248435570e-03
   21852   21287   7.0100601145319692e-16
   21861   21287  -4.7775915997582899e-04
   21862   21287  -6.0450282448488601e-05
   21865   21287  -1.0696317546347290e-03
   21866   21287   4.4925880046142421e-16
   22429   21287  -2.5635565946551322e-04
   22430   21287  -6.2310580624145076e-04
   22433   21287  -6.6834745662490490e-04
   22434   21287   2.5277594242196111e-04
   22447   21287  -8.1451490438549023e-04
   22448   21287  -2.3300597196776679e-04
   22451   21287  -2.1304125469769689e-03
   22452   21287   1.6973161470583020e-16
   22455   21287  -5.4176842730855115e-04
   22456   21287   6.7373921262304433e-05
   22457   21287  -1.2169378685401089e-03
   22458   21287   5.1200919569598511e-16
   22523   21287   1.0982190879309549e-03
   22524   21287   9.7878102840970189e-16
   22525   21287  -1.1883505352499519e-03
   22526   21287   1.0481060753766240e-15
   22535   21287   3.5873954532472782e-04
   22536   21287  -3.4804205458176192e-04
   22547   21287  -3.8113620505843891e-03
   22548   21287   5.5119743393221004e-16
   22549   21287  -4.2515108471465873e-03
   22550   21287   2.1414791905535681e-16
   22551   21287  -4.4708602880176749e-03
   22552   21287   2.5834659340584338e-16
   22559   21287  -2.7083913728547528e-03
   22560   21287   4.2813756174777551e-16
   22567   21287  -8.2541981490530337e-04
   22568   21287  -1.2524680774603800e-04
   22569   21287  -1.0815501421761499e-03
   22570   21287  -7.7811759623843703e-05
   22767   21287   2.6919476846894798e-04
   22768   21287  -2.2840215524502761e-04
   23289   21287  -3.5264779301520310e-03
   23290   21287   2.1731344631412041e-16
   23293   21287  -4.7874613949462971e-04
   23294   21287   6.8522689961862714e-04
   23577   21287   1.2106205768170630e-03
   23578   21287   6.5083240440179398e-16
   23579   21287   4.9871527601767550e-05
   23580   21287   7.4383809869627416e-04
   23623   21287   1.1084951478720539e-03
   23624   21287   9.9872385013991248e-17
   23629   21287   2.7268255179567560e-03
   23630   21287   5.7810441563170055e-17
   23631   21287   7.9619215538348682e-04
   23632   21287   4.7725505070352222e-05
   23649   21287  -4.3711515355997497e-03
   23650   21287   1.7573127808845559e-16
   23651   21287  -2.8444900999152040e-03
   23652   21287   2.5213424616051989e-16
   23667   21287  -9.0660595883793407e-04
   23668   21287   3.4760457077612878e-04
   23683   21287   3.5179346220748781e-03
   23684   21287   3.4171866758352948e-16
   23685   21287   8.3062669731428249e-04
   23686   21287   4.9889971343538772e-04
   23703   21287  -2.4190542798746082e-03
   23704   21287   7.9842511284164632e-16
   23705   21287  -1.5055796014337090e-03
   23706   21287   4.8036876151737472e-16
   23721   21287  -5.4392471789592185e-04
   23722   21287  -3.2144262611620810e-04
   23753   21287   5.4345606389440649e-03
   23754   21287   8.2505511090599505e-16
   23759   21287  -5.3457604760731375e-04
   23760   21287   9.6991755208516373e-16
   23761   21287   1.0168403184328721e-03
   23762   21287  -1.6076352164016901e-04
   23983   21287  -1.6152473437413451e-03
   23984   21287   2.8885436236217751e-17
   23987   21287   6.5760588492923299e-04
   23988   21287  -4.7407256042251061e-04
   24345   21287  -3.9188274954367313e-03
   24346   21287   5.5491692846125720e-16
   24349   21287  -1.0444403189259130e-03
   24350   21287  -1.0662968518797991e-04
   24361   21287   4.2355836089230034e-03
   24362   21287   1.6840605016622301e-16
   24365   21287  -2.3376544422083249e-03
   24366   21287   3.6245287112843099e-16
   24369   21287   2.5885978896838759e-04
   24370   21287  -4.5753883899734849e-04
   24509   21287   5.6292096853658730e-03
   24510   21287   4.4800124529651699e-16
   24511   21287  -2.0872180301699599e-03
   24512   21287   6.1379573547426003e-16
   24521   21287   1.3423959850641170e-03
   24522   21287  -1.5492335772358031e-04
   24545   21287   4.9241312442985718e-03
   24546   21287   1.5336979568709590e-16
   24549   21287   4.5974868412517790e-04
   24550   21287   8.7702381085185321e-04
   24571   21287  -6.2885452240170868e-04
   24572   21287   3.4029418031708589e-16
   24577   21287   4.7023045836527416e-03
   24578   21287   2.6273876247737792e-16
   24579   21287   1.3119483317574020e-03
   24580   21287  -3.4000346817149009e-04
   24621   21287   3.8344343476650442e-03
   24622   21287   7.7128071659774857e-16
   24629   21287   7.1750303749040301e-04
   24630   21287   5.0001883128784723e-04
   24669   21287   5.1398516585683934e-03
   24670   21287   4.8685809239784008e-16
   24671   21287   5.5079557213872201e-04
   24672   21287   7.6750979936940171e-04
   24681   21287  -3.8545451614261039e-04
   24682   21287   5.2389476132537403e-16
   24687   21287   4.6118285266567574e-03
   24688   21287   5.9052911012234761e-16
   24689   21287  -5.7878129787472597e-04
   24690   21287   5.7460233006676441e-04
   24693   21287   5.4202592168724358e-04
   24694   21287   5.5175140120249360e-16
   24699   21287   5.6743354365306354e-03
   24700   21287   4.5631075435077140e-16
   24701   21287   1.2856403879711340e-03
