   10142    1994
   309   309   4.9221501515681954e-01
   449   309   5.6023803659271693e-03
   452   309   1.2558892017126200e-02
   619   309   3.5444163683338803e-02
   621   309   3.0419497272854670e-02
   309   449   5.6023803659271693e-03
   449   449   2.4390688525443499e-01
   452   449  -2.8096416934302679e-02
   788   449  -3.9055921309266994e-02
   309   452   1.2558892017126200e-02
   449   452  -2.8096416934302679e-02
   452   452   2.0324890829051959e-01
   621   452  -1.1591440013495860e-02
   788   452   5.3077587537704932e-02
   555   555   1.6610332747843770e-01
   607   555   1.7662577965481101e-03
   619   555  -5.5377166274951728e-03
   620   555   9.8945690042078057e-04
   625   555  -2.2675090735806529e-02
   906   555  -5.8052656160209595e-03
   933   555  -1.0079059262059020e-03
   560   560   2.4687075173771672e-01
   620   560   2.0627008350951069e-02
   871   560  -1.7789630572309159e-03
   906   560   1.0096114673738758e-03
   908   560  -4.9905566098172255e-03
   928   560   2.8469280595065688e-03
   929   560  -2.4156832246606058e-02
   932   560  -6.3347326603947090e-04
   934   560   2.2692691749493302e-02
   935   560   5.0654295285833088e-02
   943   560  -1.5746352228312180e-04
   555   607   1.7662577965481101e-03
   607   607   2.5061206080438830e-01
   620   607  -1.0804950474958670e-02
   625   607  -3.2552476630964111e-02
   906   607   9.6410014085552536e-03
   907   607   1.4122907756464140e-02
  1038   607   2.8338334237825282e-03
   309   619   3.5444163683338803e-02
   555   619  -5.5377166274951728e-03
   619   619   3.0340575822676957e-01
   620   619   2.9965155512551980e-02
   621   619   5.9377270025822342e-03
   622   619  -6.0327878479724869e-03
   625   619   1.0309900000559650e-02
   791   619  -1.9155822347158721e-02
   933   619  -2.0926815841406678e-02
  1037   619   7.5026806018994308e-03
  1046   619  -4.9340893831854575e-02
   555   620   9.8945690042078057e-04
   560   620   2.0627008350951069e-02
   607   620  -1.0804950474958670e-02
   619   620   2.9965155512551980e-02
   620   620   2.7143306976360454e-01
   622   620   1.9193617283943021e-02
   625   620   3.6761629432635959e-02
   906   620  -4.1532101967317158e-04
   930   620  -1.2820808376991861e-02
   932   620  -3.4259299536818890e-03
   933   620   8.3564473421050660e-03
  1037   620   2.6693164507584601e-02
  1046   620  -3.0956135223250726e-03
   309   621   3.0419497272854670e-02
   452   621  -1.1591440013495860e-02
   619   621   5.9377270025822342e-03
   621   621   2.2102279935398458e-01
   622   621  -1.4344300995350859e-03
   788   621  -2.2035957731595252e-02
   790   621   6.2904549161488955e-03
   791   621  -6.2244975144218721e-03
  1046   621  -7.4796970122357172e-03
   619   622  -6.0327878479724869e-03
   620   622   1.9193617283943021e-02
   621   622  -1.4344300995350859e-03
   622   622   1.8570792613990289e-01
   791   622   1.9651934002798830e-02
   930   622   9.1676362546171553e-03
   932   622  -1.6747927885047188e-03
   933   622   4.4070670795743590e-03
  1037   622  -1.8052100319548649e-02
  1046   622   2.5607148827927591e-02
   555   625  -2.2675090735806529e-02
   607   625  -3.2552476630964111e-02
   619   625   1.0309900000559650e-02
   620   625   3.6761629432635959e-02
   625   625   2.9874575727519281e-01
   906   625   1.9925032435375550e-02
   907   625   1.1475463127134959e-03
   933   625   9.2167841924675978e-03
  1038   625  -1.0683226749275611e-02
  1041   625  -7.2198515289272781e-03
   675   675   2.9838531594707807e-01
   676   675   5.5565396665932217e-03
   677   675   1.7161559624019909e-02
   783   675  -3.2452932419527569e-02
   784   675  -1.1401923150359041e-02
   675   676   5.5565396665932217e-03
   676   676   2.5538147201097289e-01
   677   676   7.5721610448442117e-03
   675   677   1.7161559624019909e-02
   676   677   7.5721610448442117e-03
   677   677   1.6103482601249350e-01
   783   677  -1.2125208807956330e-02
   784   677  -5.7588152678408216e-04
   679   679   3.2449452908277809e-01
   680   679  -1.6650929778139728e-02
   783   679   4.5263080895762073e-03
   679   680  -1.6650929778139728e-02
   680   680   1.6431497430192740e-01
   783   680  -5.2268187278966876e-03
   675   783  -3.2452932419527569e-02
   677   783  -1.2125208807956330e-02
   679   783   4.5263080895762073e-03
   680   783  -5.2268187278966876e-03
   783   783   2.9125058372830537e-01
   784   783   1.9078489080908792e-03
   675   784  -1.1401923150359041e-02
   677   784  -5.7588152678408216e-04
   783   784   1.9078489080908792e-03
   784   784   1.4681726081424590e-01
   449   788  -3.9055921309266994e-02
   452   788   5.3077587537704932e-02
   621   788  -2.2035957731595252e-02
   788   788   2.9277425935027518e-01
   790   788  -3.3378638634209701e-02
   791   788   1.4019922650305189e-02
  1046   788   4.0124928226695521e-02
  1209   788   5.5860131074420725e-03
   621   790   6.2904549161488955e-03
   788   790  -3.3378638634209701e-02
   790   790   1.9694919295441260e-01
   791   790  -3.4169394010444276e-02
  1046   790  -7.6609566655870417e-02
  1052   790   1.8331070922823479e-02
  1209   790  -1.6042750771776491e-02
   619   791  -1.9155822347158721e-02
   621   791  -6.2244975144218721e-03
   622   791   1.9651934002798830e-02
   788   791   1.4019922650305189e-02
   790   791  -3.4169394010444276e-02
   791   791   3.8761813177180465e-01
   793   791   5.8737440151453580e-04
   930   791   2.0745664180297312e-02
   931   791   2.1275755609442580e-02
  1046   791   8.1475852045204966e-02
  1052   791   3.9734037686458154e-02
  1089   791  -1.2857432178801040e-02
  1210   791   7.6305911532201759e-02
   791   793   5.8737440151453580e-04
   793   793   1.3620511968541349e-01
   868   793  -6.5050361725476156e-03
   930   793   1.0437426519832201e-03
   931   793  -4.2810869695395154e-03
  1052   793  -2.2607201441532301e-03
  1089   793  -7.2663795225615183e-03
  1210   793  -6.1904798788526118e-03
   793   868  -6.5050361725476156e-03
   868   868   4.1232287454428107e-01
   869   868   3.8754649900776837e-02
   926   868   1.9457987939156800e-02
   931   868  -2.6839015128525621e-02
  1089   868   5.1551444841571627e-02
  1213   868  -2.0805257744067041e-02
  1214   868  -3.3212727721846469e-02
  1215   868   1.5146579103483110e-03
  1273   868  -5.3610873839578639e-02
  1308   868   2.8629932529826291e-03
   868   869   3.8754649900776837e-02
   869   869   1.7151024984114072e-01
  1019   869   5.1034098081592554e-03
  1020   869   8.0724214544142887e-04
  1213   869  -2.2566894053568311e-03
  1214   869  -1.3139177575100769e-02
  1215   869  -2.0287524197244430e-02
  1273   869  -1.4672022234627680e-02
  1308   869  -6.0318455423219930e-03
   560   871  -1.7789630572309159e-03
   871   871   1.7422672821137861e-01
   928   871   7.3631234162992790e-03
   929   871   5.1419904135842536e-03
   932   871  -4.4387197654797836e-03
   934   871   1.3120514333667601e-03
   935   871  -1.7971641652669190e-02
   939   871   4.6714401956055524e-03
   943   871   2.3344184420190900e-02
  1317   871   9.5657053173889301e-03
   555   906  -5.8052656160209595e-03
   560   906   1.0096114673738758e-03
   607   906   9.6410014085552536e-03
   620   906  -4.1532101967317158e-04
   625   906   1.9925032435375550e-02
   906   906   2.6369630038789810e-01
   907   906   3.2137408383421162e-02
   908   906  -1.6349377137381309e-02
   928   906   2.7778540458052010e-02
   934   906   8.4458566389129811e-02
  1038   906  -2.0668697022510393e-02
  1419   906   1.9186179239137000e-02
   607   907   1.4122907756464140e-02
   625   907   1.1475463127134959e-03
   906   907   3.2137408383421162e-02
   907   907   2.4916121451186099e-01
   908   907   1.5322291398650181e-02
   934   907   1.2733379893534080e-02
   941   907   9.7688566106340826e-03
   942   907   1.2267214673717601e-02
  1038   907   1.2330082020996280e-02
  1419   907   4.9761429536053600e-02
   560   908  -4.9905566098172255e-03
   906   908  -1.6349377137381309e-02
   907   908   1.5322291398650181e-02
   908   908   1.4859822199990361e-01
   928   908   1.5178659388206799e-02
   934   908  -7.6416458027189276e-03
   941   908   8.9772098766494595e-03
   942   908  -1.7583973819192791e-03
  1038   908   6.4527993456029130e-03
  1419   908   3.0334348523229778e-04
   868   926   1.9457987939156800e-02
   926   926   3.0356274446089904e-01
   927   926   1.2771667206784069e-02
   929   926  -1.7729016818548601e-02
   931   926   6.7061340238442181e-03
  1217   926  -3.3626293255679666e-02
  1308   926   1.5600977086488900e-02
  1310   926   1.6430162615803868e-02
  1313   926   3.6456638594703841e-02
  1315   926  -5.2432942757886063e-02
  1437   926  -5.6222431775893892e-03
   926   927   1.2771667206784069e-02
   927   927   1.6506729387130470e-01
   929   927  -1.7402593840841588e-02
   931   927   4.5612329252521667e-03
  1217   927  -1.6783910242427893e-02
  1313   927   2.3623427840986202e-04
  1315   927   4.2396977409762428e-03
  1317   927  -2.0425513725633230e-02
  1318   927   3.9637823134590910e-03
  1437   927   5.5026936081897003e-03
   560   928   2.8469280595065688e-03
   871   928   7.3631234162992790e-03
   906   928   2.7778540458052010e-02
   908   928   1.5178659388206799e-02
   928   928   3.2821409649403199e-01
   934   928   4.7037607628227465e-02
   935   928  -1.4695149556498820e-03
   939   928  -1.4578640263062501e-03
   941   928   2.3337775978724249e-02
   943   928   5.1283967735463537e-02
  1317   928   2.5838147224802710e-02
  1439   928   1.8192047896261870e-02
   560   929  -2.4156832246606058e-02
   871   929   5.1419904135842536e-03
   926   929  -1.7729016818548601e-02
   927   929  -1.7402593840841588e-02
   929   929   3.0923510414608479e-01
   930   929   3.4426873611055099e-02
   931   929  -1.9368812069720388e-02
   932   929  -1.7665542284029168e-02
   935   929  -7.5205430464328149e-02
  1037   929  -1.9902537708169250e-02
  1210   929   2.6499235845639821e-03
  1315   929   2.9811172094289549e-02
  1317   929   1.9405748907739558e-02
  1443   929   1.5156383467681899e-02
   620   930  -1.2820808376991861e-02
   622   930   9.1676362546171553e-03
   791   930   2.0745664180297312e-02
   793   930   1.0437426519832201e-03
   929   930   3.4426873611055099e-02
   930   930   2.5131597287491386e-01
   931   930   7.6159765057868460e-04
   932   930   5.3839296928776337e-03
   935   930  -1.4944198319947049e-02
  1037   930  -5.3609837681574644e-02
